,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL336071,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2NC1=O,1.8,active,477.4670000000002,3.804100000000002,2.0,5.0,8.744727494896694
1,CHEMBL336813,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2N(CCO)C1=O,0.9,active,521.5200000000003,3.1909000000000014,2.0,6.0,9.045757490560675
2,CHEMBL334594,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2N(CC(N)=O)C1=O,13.2,active,534.5190000000003,2.6838999999999995,2.0,6.0,7.87942606879415
3,CHEMBL133237,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(=O)ccoc3c2)c2ccccc2N(C)C1=O,1.2,active,515.5160000000002,4.206100000000003,1.0,5.0,8.920818753952375
4,CHEMBL132900,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCN(C)C3=O)c2ccccc2N(C)C1=O,1884.0,intermediate,530.5750000000003,3.727800000000003,1.0,4.0,5.724919101543142
5,CHEMBL423533,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCC3=O)c2ccccc2N(C)C1=O,3.6,active,501.5330000000003,4.228600000000003,1.0,4.0,8.443697499232712
6,CHEMBL133857,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(O)nccc3c2)c2ccccc2N(C)C1=O,0.2,active,514.5320000000002,4.353500000000003,2.0,5.0,9.698970004336019
7,CHEMBL133235,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OC(F)(F)O3)c2ccccc2N(C)C1=O,28.0,active,527.4740000000002,4.4212000000000025,1.0,5.0,7.552841968657781
8,CHEMBL130093,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)NC1N=C(c2ccc(C(N)=O)cc2)c2ccccc2N(C)C1=O,0.49,active,490.5100000000002,3.1986000000000017,2.0,4.0,9.309803919971486
9,CHEMBL133746,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2N(C)C1=O,13.2,active,491.49400000000026,3.828400000000002,1.0,5.0,7.87942606879415
10,CHEMBL335184,CC(=O)CCN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,3.7,active,547.5580000000002,4.177700000000003,1.0,6.0,8.431798275933005
11,CHEMBL341256,CNC(=O)CN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,1.8,active,548.5460000000003,2.944600000000001,2.0,6.0,8.744727494896694
12,CHEMBL134124,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2N(CC(=O)N(C)C)C1=O,5.5,active,562.5730000000002,3.2868000000000013,1.0,6.0,8.259637310505756
13,CHEMBL337670,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCC(=O)N3)c2ccccc2N(C)C1=O,100.6,active,516.5480000000002,3.9844000000000026,2.0,4.0,6.997402019280091
14,CHEMBL132670,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCCC3=O)c2ccccc2N(C)C1=O,2.2,active,515.5600000000003,4.618700000000004,1.0,4.0,8.657577319177793
15,CHEMBL133820,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCNC3=O)c2ccccc2N(C)C1=O,0.3,active,516.5480000000002,3.385600000000002,2.0,4.0,9.522878745280337
16,CHEMBL335994,COC(=O)CN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,12.7,active,549.5300000000003,3.3716000000000017,1.0,7.0,7.896196279044043
17,CHEMBL341257,C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCCO3)c2ccccc2N(C)C1=O,4.7,active,505.5210000000003,3.8709000000000024,1.0,5.0,8.327902142064282
18,CHEMBL18997,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C,5000.0,intermediate,458.5990000000001,3.219800000000001,3.0,5.0,5.301029995663981
19,CHEMBL283326,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(F)c1,920.0,active,478.6050000000002,3.2783000000000015,3.0,5.0,6.036212172654444
20,CHEMBL418184,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)C1(c2ccccc2)CC1)C(C)C,25000.0,inactive,472.6260000000002,3.2382000000000026,3.0,5.0,4.6020599913279625
21,CHEMBL19800,CCCC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCC(C)C,580.0,active,438.6530000000002,4.1388000000000025,3.0,4.0,6.236572006437063
22,CHEMBL19863,CC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,900.0,active,430.5890000000001,3.1651000000000007,3.0,4.0,6.045757490560675
23,CHEMBL279175,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,400.0,active,506.6870000000004,4.387900000000004,3.0,4.0,6.3979400086720375
24,CHEMBL19741,CC(C)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,300.0,active,486.69700000000034,4.581400000000003,3.0,4.0,6.522878745280337
25,CHEMBL273785,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCC(C)C,1500.0,intermediate,440.6250000000002,3.332700000000001,3.0,5.0,5.823908740944319
26,CHEMBL280233,CC(C)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)C(C)C,550.0,active,438.6530000000003,3.9947000000000026,3.0,4.0,6.259637310505756
27,CHEMBL19244,CC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,180.0,active,466.56900000000013,3.4433000000000016,3.0,4.0,6.7447274948966935
28,CHEMBL19645,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,450.0,active,496.5950000000002,3.4174000000000015,3.0,5.0,6.346787486224656
29,CHEMBL19213,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)Cc1ccccc1)C(C)C,3400.0,intermediate,446.58800000000014,2.749100000000001,3.0,5.0,5.468521082957745
30,CHEMBL18926,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,1600.0,intermediate,460.6150000000002,3.1392000000000007,3.0,5.0,5.795880017344075
31,CHEMBL428361,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)O,15000.0,inactive,432.5610000000003,2.6607000000000007,4.0,4.0,4.823908740944319
32,CHEMBL19664,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)Cc1ccccc1F)C(C)C,17000.0,inactive,464.57800000000015,2.888200000000001,3.0,5.0,4.769551078621726
33,CHEMBL19291,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](NC(=O)Cc1ccccc1)C(C)C,25000.0,inactive,446.58800000000014,2.749100000000001,3.0,5.0,4.6020599913279625
34,CHEMBL19563,CC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCC(C)C,620.0,active,410.59900000000016,3.358600000000002,3.0,4.0,6.2076083105017466
35,CHEMBL19423,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1,15000.0,inactive,494.6320000000002,3.3358000000000008,3.0,5.0,4.823908740944319
36,CHEMBL280920,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)c1ccccc1,900.0,active,492.66000000000037,4.459000000000004,3.0,4.0,6.045757490560675
37,CHEMBL280702,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccc(F)cc1,1800.0,intermediate,478.6050000000002,3.2783000000000007,3.0,5.0,5.7447274948966935
38,CHEMBL18705,CC(C)CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)c1ccccc1,4500.0,intermediate,472.6700000000003,4.652500000000004,3.0,4.0,5.346787486224656
39,CHEMBL282249,CCCC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,600.0,active,458.64300000000014,3.9453000000000022,3.0,4.0,6.221848749616356
40,CHEMBL19749,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)C(=O)c1ccccc1)C(C)C,3300.0,intermediate,460.57100000000014,2.3893000000000004,3.0,6.0,5.481486060122113
41,CHEMBL280199,CC(C)C[C@H](NC(=O)Cc1cccc(F)c1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,400.0,active,524.6770000000004,4.527000000000005,3.0,4.0,6.3979400086720375
42,CHEMBL19901,CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C,25000.0,inactive,432.5610000000001,2.8202000000000007,3.0,5.0,4.6020599913279625
43,CHEMBL19616,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,160.0,active,542.6670000000004,4.666100000000005,3.0,4.0,6.795880017344075
44,CHEMBL118108,COc1cc(CC(=O)N[C@@H](C)C(=O)NC2C(=O)N(C)N(C(C)C)C(=O)c3ccccc32)cc(OC)c1,2500.0,intermediate,496.5640000000003,1.8461000000000016,2.0,6.0,5.6020599913279625
45,CHEMBL332071,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cccnc2)C(=O)N1C,2500.0,intermediate,437.50000000000017,1.2238999999999989,2.0,5.0,5.6020599913279625
46,CHEMBL417588,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,6.0,active,507.66600000000017,4.751900000000004,2.0,3.0,8.221848749616356
48,CHEMBL333710,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccsc2)C(=O)N1C,14.0,active,514.5730000000002,3.133300000000002,2.0,4.0,7.853871964321762
49,CHEMBL118469,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,37.0,active,396.4870000000001,2.0254000000000008,4.0,4.0,7.431798275933005
50,CHEMBL291976,CC(C)C[C@H](NC(=O)[C@@H](O)c1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,71.0,active,454.5020000000002,1.967999999999999,2.0,4.0,7.1487416512809245
51,CHEMBL115852,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cccc(F)c2)C(=O)N1C,57.0,active,487.6850000000001,3.9646000000000026,3.0,4.0,7.2441251443275085
52,CHEMBL58925,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)c1ccccc1,1.0,active,437.50000000000017,1.2238999999999989,2.0,5.0,9.0
53,CHEMBL119757,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccncc2)C(=O)N1C,2500.0,intermediate,463.4840000000002,3.512900000000002,2.0,3.0,5.6020599913279625
54,CHEMBL421236,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,76.0,active,472.4920000000002,2.1070999999999995,2.0,4.0,7.119186407719209
55,CHEMBL118450,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cc(F)cc(F)c2)C(=O)N1C,47.0,active,490.5100000000002,2.968300000000001,2.0,4.0,7.327902142064283
56,CHEMBL117056,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1N=C(c2ccccc2)c2ccccc2N(C)C1=O,210.0,active,426.4730000000002,1.4218999999999993,2.0,5.0,6.6777807052660805
57,CHEMBL332885,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccoc2)C(=O)N1C,38.0,active,498.5740000000002,3.2204000000000015,2.0,4.0,7.42021640338319
58,CHEMBL119353,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)C(c2ccccc2)=NC1(C)C,1500.0,intermediate,436.51200000000017,1.828899999999999,2.0,4.0,5.823908740944319
59,CHEMBL119059,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccccc2)C(=O)N1C,140.0,active,442.56000000000034,2.5566000000000004,2.0,4.0,6.853871964321762
60,CHEMBL332977,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)CC2CCCCC2)C(=O)N1C,150.0,active,572.5060000000001,3.866500000000002,2.0,4.0,6.823908740944319
61,CHEMBL420538,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)N1C,2500.0,intermediate,426.4730000000002,1.4218999999999993,2.0,5.0,5.6020599913279625
62,CHEMBL119657,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccco2)C(=O)N1C,86.0,active,484.62200000000024,2.9166000000000007,2.0,5.0,7.0655015487564325
63,CHEMBL406322,CC(C)C[C@H](NC(=O)Cc1ccsc1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,4.0,active,500.5460000000002,2.7432,2.0,4.0,8.397940008672037
64,CHEMBL119731,CC(C)[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,190.0,active,444.4380000000002,1.3284999999999996,2.0,4.0,6.721246399047171
65,CHEMBL117978,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N(C)C(=O)c2ccccc21,5.0,active,486.57200000000023,2.982100000000001,2.0,4.0,8.301029995663981
66,CHEMBL261984,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2cccc3ccccc23)C(=O)N1C,2500.0,intermediate,468.50400000000013,3.4376000000000015,2.0,5.0,5.6020599913279625
67,CHEMBL333173,CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cnc(-c2ccccc2)n(C)c1=O,720.0,active,488.49100000000016,1.5979999999999994,3.0,5.0,6.142667503568732
68,CHEMBL431679,CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)[C@@H](O)c2cc(F)cc(F)c2)C(=O)N1C,5.0,active,501.7120000000002,4.482300000000003,2.0,4.0,8.301029995663981
69,CHEMBL56177,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(OC)c1,480.0,active,531.7380000000003,4.4909000000000034,2.0,5.0,6.318758762624412
70,CHEMBL57658,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(OC)cc(OC)c1,800.0,active,471.68600000000015,4.473700000000003,2.0,3.0,6.096910013008056
71,CHEMBL57413,CCCCN(C)C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,1000.0,active,458.6870000000001,5.012300000000004,3.0,3.0,6.0
72,CHEMBL57415,CC(C)CC[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,1200.0,intermediate,507.66600000000017,4.751900000000004,2.0,3.0,5.920818753952375
73,CHEMBL417588,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,6.0,active,486.7010000000002,4.055900000000001,3.0,4.0,8.221848749616356
74,CHEMBL59484,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(N)c1,2500.0,intermediate,501.71200000000016,4.618700000000003,2.0,4.0,5.6020599913279625
75,CHEMBL418273,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC)c1ccccc1,2500.0,intermediate,451.5580000000001,3.337200000000001,2.0,3.0,5.6020599913279625
76,CHEMBL299047,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)CNC(=O)Cc1cc(F)cc(F)c1,300.0,active,627.8700000000002,6.500300000000008,4.0,4.0,6.522878745280337
77,CHEMBL298738,CC(C)C[C@H](NC(=O)Cc1ccc2ccccc2c1)C(=O)N[C@@H](CC1CCCCC1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,4.7,active,489.67600000000016,4.612800000000003,2.0,3.0,8.327902142064282
78,CHEMBL56327,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccc(F)cc1,36.0,active,485.7130000000002,4.7821200000000035,2.0,3.0,7.443697499232712
79,CHEMBL57527,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(C)c1,454.0,active,416.5620000000001,3.388200000000001,2.0,4.0,6.342944147142896
80,CHEMBL293945,COC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,800.0,active,515.7390000000003,4.792800000000004,2.0,4.0,6.096910013008056
81,CHEMBL56583,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@](C)(OC)c1ccccc1,2500.0,intermediate,515.7390000000003,4.792800000000004,2.0,4.0,5.6020599913279625
82,CHEMBL292225,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@](C)(OC)c1ccccc1,2500.0,intermediate,507.66600000000017,4.751900000000004,2.0,3.0,5.6020599913279625
83,CHEMBL55936,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,2500.0,intermediate,487.6850000000001,3.9646000000000026,3.0,4.0,5.6020599913279625
84,CHEMBL58925,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)c1ccccc1,1.0,active,482.61600000000016,2.9105000000000016,3.0,4.0,9.0
85,CHEMBL299929,CCCCN(C)C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,2500.0,intermediate,396.4870000000001,2.0254000000000008,4.0,4.0,5.6020599913279625
86,CHEMBL291976,CC(C)C[C@H](NC(=O)[C@@H](O)c1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,71.0,active,457.65900000000016,4.131500000000003,3.0,3.0,7.1487416512809245
87,CHEMBL299483,CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,240.0,active,471.68600000000015,4.473700000000003,2.0,3.0,6.619788758288394
88,CHEMBL57824,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,17.0,active,485.7130000000002,4.863800000000004,2.0,3.0,7.769551078621726
89,CHEMBL57814,CCCCN(CC)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,55.0,active,506.1310000000002,5.127100000000004,2.0,3.0,7.259637310505756
90,CHEMBL293306,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(Cl)c1,52.0,active,457.65900000000016,3.9874000000000027,3.0,3.0,7.2839966563652006
91,CHEMBL56609,CC(C)CNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,150.0,active,489.67600000000016,4.612800000000003,2.0,3.0,6.823908740944319
92,CHEMBL57253,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1F,280.0,active,486.7010000000002,4.055900000000002,3.0,4.0,6.552841968657781
93,CHEMBL291964,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccc(N)cc1,1100.0,intermediate,429.60500000000036,3.3034000000000017,2.0,3.0,5.958607314841775
94,CHEMBL407129,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)C,102.0,active,430.5890000000001,3.7783000000000015,2.0,4.0,6.991399828238082
95,CHEMBL417762,CCOC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,900.0,active,491.6230000000002,4.212000000000003,1.0,3.0,6.045757490560675
96,CHEMBL60923,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CCCN1C(=O)Cc1cc(F)cc(F)c1,2500.0,intermediate,457.70300000000015,4.947100000000003,2.0,3.0,5.6020599913279625
97,CHEMBL61039,CCCCN(C)C[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,1700.0,intermediate,505.70300000000043,4.873800000000005,2.0,3.0,5.769551078621726
98,CHEMBL57525,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)Cc1ccccc1,39.0,active,465.5850000000001,3.7257000000000016,2.0,3.0,7.4089353929735005
99,CHEMBL57146,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)Cc1cc(F)cc(F)c1,32.0,active,457.6590000000001,4.544800000000003,2.0,3.0,7.494850021680094
100,CHEMBL57519,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)c1ccccc1,3200.0,intermediate,485.7130000000002,4.863800000000003,2.0,3.0,5.494850021680094
101,CHEMBL299703,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)CCc1ccccc1,160.0,active,489.67600000000016,4.612800000000003,2.0,3.0,6.795880017344075
102,CHEMBL56213,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(F)c1,20.0,active,503.68400000000014,3.0686000000000027,4.0,5.0,7.698970004336019
103,CHEMBL57014,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)C(O)(O)c1ccccc1,1.0,active,501.71200000000016,4.138700000000003,3.0,4.0,9.0
104,CHEMBL418107,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@](C)(O)c1ccccc1,2500.0,intermediate,493.6480000000002,3.462900000000001,2.0,4.0,5.6020599913279625
105,CHEMBL57831,CCCCN(C)C(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)c1ccccc1,66.0,active,456.67100000000016,5.220500000000005,2.0,3.0,7.180456064458132
106,CHEMBL56392,CC(C)CCC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,300.0,active,471.68600000000043,4.329600000000004,2.0,3.0,6.522878745280337
107,CHEMBL57259,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)CC(C)C,13.0,active,483.6970000000001,4.9444000000000035,2.0,3.0,7.886056647693163
108,CHEMBL300010,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccccc1,2600.0,intermediate,485.6690000000002,3.8148000000000017,2.0,4.0,5.585026652029182
109,CHEMBL56665,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CCCCN1C(=O)[C@@H](O)c1ccccc1,2500.0,intermediate,469.6700000000005,4.227700000000003,2.0,3.0,5.6020599913279625
110,CHEMBL431722,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N1CCCCC1,50.0,active,607.6800000000003,6.5113000000000065,2.0,3.0,7.301029995663981
111,CHEMBL291681,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,408.0,active,501.71200000000016,4.618700000000003,2.0,4.0,6.38933983691012
112,CHEMBL291456,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](OC)c1ccccc1,2000.0,intermediate,469.52900000000017,2.2561999999999998,3.0,4.0,5.698970004336019
113,CHEMBL417598,CCCCN(C)C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cc(F)cc(F)c1,2500.0,intermediate,473.7020000000001,4.438000000000003,3.0,4.0,5.6020599913279625
114,CHEMBL57849,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC[C@H](CC(C)C)NC(=O)[C@@H](O)c1ccccc1,2500.0,intermediate,445.60400000000016,3.235000000000001,2.0,4.0,5.6020599913279625
115,CHEMBL57603,CON(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,130.0,active,487.6850000000001,3.9646000000000026,3.0,4.0,6.886056647693163
116,CHEMBL56082,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](O)c1ccccc1,240.0,active,541.6830000000002,4.948500000000004,2.0,3.0,6.619788758288394
117,CHEMBL294240,CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1cc(F)cc(F)c1,2400.0,intermediate,722.883,5.2069000000000045,4.0,7.0,5.619788758288394
